Title,Album,Artist,Duration
Trigger Happy Jack,Hello,Poe,215722
Trip Away,Jane&#39;s Addiction,Jane&#39;s Addiction,214437
Trip Like I Do,Vegas,The Crystal Method,454239
Trip Through Your Wires,The Joshua Tree,U2,211825
Triple Trouble,To The 5 Boroughs,Beastie Boys,163186
Tripping Wires,Simpatico,Velocity Girl,166478
Tristesse Globale,The Understanding,Röyksopp,84113
Tristesse/joie,Pop Up,Yelle,349000
Triumphant,The Understanding,Röyksopp,260908
Triveni,11:11,Rodrigo Y Gabriela,234728
Trompe Le Monde,Trompe Le Monde,Pixies,106418
Trouble with Carla,Grim Fandango,Peter McConnell,67574
Trouble,Drama,Bitter:Sweet,201000
Troubled,Passion,Peter Gabriel,173394
Troublemaker,Weezer (Red Album),Weezer,164000
Truckdrivin Neighbors Downstairs (Yellow Sweat),Mellow Gold,Beck,174226
Truckin&#39;,Deadicated,Dwight Yoakam,324844
True Dreams Of Wichita,Ruby Vroom,Soul Coughing,300144
True Grit,Legion Of Boom,Crystal Method,306000
True To Life,Junior,Röyksopp,348556
Truth Hits Everybody (Live),Message In A Box,The Police,154016
Truth Hits Everybody,Outlandos D&#39;Amour,The Police,174966
"Try Me On, I&#39;m Very You",World Clique,Deee-Lite,317382
Tryin&#39; To Throw Your Arms Around The World,Achtung Baby,U2,232592
Trying Your Luck,Is This It,The Strokes,202760
Tríptico,La Revancha del Tango,Gotan Project,506196
Tsuru No Sugomori,Shakuhachi Meditation Music,Stan Richardson,477048
Tsuru no Sugomori,Japan: Shakuhachi - The Japanese Flute,Various Artists,379626
Tttictictac,Speed Emotions,Marbert Rocel,306000
Tubefed,Wholeness &amp; Separation,Halou,190502
Tubi Tuby,Lenine,Lenine,330564
Tuesday,Angel Milk,Telepopmusik,87854
Tulip Waltz,Interstate &#39;76 Soundtrack,Bullmark,214708
Tumbanga,Cachaito,Orlando Lopez,264394
Tumbao No. 5 (Para Charlie Mingus),Cachaito,Orlando Lopez,465062
Tuna Fish,Love In The Time Of Science,Emiliana Torrini,193043
Tunisia,Dub 56,The Toasters,154934
Turkish Elephants,Waiting For The 100th Monkey,Francis,98540
Turn Me Around,The Colors In The Wheel,Venus Hum,257582
Turning Japanese,Turning Japanese - Best Of The Vapors,The Vapors,225000
Twentieth Century Fox,The Doors,The Doors,153218
Twiggy Twiggy/Twiggy vs. James Bond,Made In USA,Pizzicato Five,242658
Twin Cinema,Twin Cinema,The New Pornographers,178412
Twist &amp; Crawl,I Just Can&#39;t Stop It,The English Beat,154565
Twist All Night,Louis Prima : The Capitol Collector&#39;s Series,Louis Prima,120588
Two Hearts Beat As One,War,U2,243041
Two Princes,Pocket Full Of Kryptonite,Spin Doctors,256000
Two Reelers,Teenager Of The Year,Frank Black,182124
Two Swords,I Just Can&#39;t Stop It,The English Beat,138813
Typical Situation,Under The Table And Dreaming,Dave Matthews Band,357526
U Don&#39;t Know Me,The Singles,Basement Jaxx,215000
U Got The Look,Sign &#39;O&#39; The Times,Prince,227000
U-Mass,Trompe Le Monde,Pixies,180870
U.S. Blues,Deadicated,The Harshed Mellows,318812
Ubiquite,Live,Paris Combo,201760
Ugly,Fishbone,Fishbone,171000
"Uh, Zoom Zip",Ruby Vroom,Soul Coughing,236902
Ultra Violet (Light My Way),Achtung Baby,U2,330524
Ultrasonic Sound,Devious Methods,Hive,292786
Un Simple Histoire (A Simple History),The Richest Man In Babylon,Thievery Corporation,225460
Una Música Brutal,La Revancha del Tango,Gotan Project,251661
Unacceptable Losses,Beyond Good &amp; Evil,Christophe Heral,127478
Unbelievable,Schubert Dip,EMF,209000
Undenied,Portishead,Portishead,260046
Under Pressure,Hot Space,Queen (with David Bowie),236782
Under The Bridge,Blood Sugar Sex Magik,Red Hot Chili Peppers,263094
Under Your Skin,Fever In Fever Out,Luscious Jackson,238001
Under,Short Bus,Filter,256854
Underground,Naked Baby Photos,Ben Folds Five,283271
Underneath It All,The Singles 1992-2003,No Doubt,302051
Underneath The Bunker,Life&#39;s Rich Pageant,R.E.M.,87536
Underwater Love,Flying Away ,Smoke City,404144
Underwater Love,The Real Thing,Faith No More,230906
Undone - The Sweater Song,Weezer,Weezer,304096
Unemployed In Summertime,Love In The Time Of Science,Emiliana Torrini,225186
Unexplained,Songs In The Key Of X,Meat Puppets,223626
Unfinished Sympathy,Collected,Massive Attack,312293
Union Of The Snake,Seven and the Ragged Tiger,Duran Duran,264147
Union Square,Rain Dogs,Tom Waits,144924
Unite,Hello Nasty,Beastie Boys,211748
Universal Heart-Beat,Only Everything,Juliana Hatfield,205000
Unmarked Helicopters,Songs In The Key Of X,Soul Coughing,201708
Unmistakable,Driver,In Tall Buildings,269000
Until The End Of The World,Achtung Baby,U2,278489
Until The End Of The World,Until the End of the World,U2,272402
Until The Morning,The Richest Man In Babylon,Thievery Corporation,236980
Until You Find Out,God Fodder,Ned&#39;s Atomic Dustbin,184340
Untitled 1,The Colors In The Wheel,Venus Hum,29536
Untitled 2,The Colors In The Wheel,Venus Hum,35282
Untitled 3,The Colors In The Wheel,Venus Hum,38818
Untitled 4,The Colors In The Wheel,Venus Hum,51116
Untitled,Significant Other,Limp Bizkit,4654
Up In Arms,The Colour And The Shape,Foo Fighters,135070
Up the Beach,Nothing&#39;s Shocking,Jane&#39;s Addiction,181002
Uprising,The Resistance,Muse,304000
Use It,Twin Cinema,The New Pornographers,205868
Valerie Loves Me,International Pop Overthrow 20th Anniversary Edition,Material Issue,184000
Vamos Muchachos,Beatitude,Pepe Deluxé,301730
Vamos,Surfer Rosa,Pixies,258403
Vapor Trail,Vegas,The Crystal Method,389740
Velcro Fly,Afterburner,ZZ Top,209160
Velvet Pants,Decksandrumsandrockandroll,Propellerheads,345358
Vertigo,Slow &amp; Steady Seduction: Phase II,Anya Marina,198000
Veteran,Ego War,Audio Bullys,197825
Vibes and Stuff,The Low End Theory,A Tribe Called Quest,257000
Vicar In A Tutu,The Queen Is Dead,The Smiths,144220
Victrola,American Thighs,Veruca Salt,139000
Vigilante Shuffle,Interstate &#39;76 Soundtrack,Bullmark,120770
Vikingman,Rodrigo y Gabriela,Rodrigo Y Gabriela,243328
Violent Jade Suite,Beyond Good &amp; Evil,Christophe Heral,321594
Vision One,Junior,Röyksopp,298402
Visions Of The Night,Message In A Box,The Police,185103
Voices Inside My Head,Zenyatta Mondatta,The Police,231868
Vol 1 Side 2 Track 2,On The Floor At The Boutique,Fatboy Slim,150930
Vow,Garbage,Garbage,271357
Voyager,Discovery,Daft Punk,227000
Vuelvo Al Sur,La Revancha del Tango,Gotan Project,418399
WATI Corp,Dreamfall Soundtrack,Leon Willett,362440
WTF?,Of the Blue Colour of the Sky,Ok Go,203658
WTWT,Hey Judy,Cowpokes,216138
Wadidyusay?,Ancestry In Progress,Zap Mama,200096
Wahira,Cachaito,Orlando Lopez,293150
Waiting For Somebody,Singles,Paul Westerberg,205216
Waiting For The Flood,Earth Sun Moon,Love And Rockets,217386
Waiting In Vain,Legend,Bob Marley,256363
Waiting Room,13 Songs,Fugazi,173000
Waiting for the Night,Violator,Depeche Mode,367513
Wake Me Up Before You Go-Go,Twenty Five,Wham!,232278
Wake Up (feat. Sophia Urista),Brass Against,Brass Against,361000
Wake Up Afternoon,Private,speedometer.,344604
Wake Up Time,Wildflowers,Tom Petty,317902
"Wake Up, I&#39;m Leaving",Simpatico,Velocity Girl,78312
Wake Up,Rage Against The Machine,Rage Against The Machine,364143
Walcott,Vampire Weekend,Vampire Weekend,220428
Walk It Back,Collapse Into Now,R.E.M.,203936
Walk,Private,speedometer.,247468
Walkabout,One Hot Minute,Red Hot Chili Peppers,305734
Walkin&#39; On Down The Road,The Uplift Mofo Party Plan,Red Hot Chili Peppers,228618
Walkin&#39; On The Sun,Fush Yu Mang,Smash Mouth,206362
Walking After You,The Colour And The Shape,Foo Fighters,303827
Walking Home Through The Park,The Chillout Lounge - Box Set,Aim,330902
Walking In Your Footsteps,Synchronicity,The Police,215904
Walking On A Star!,Katamari Fortissimo Damacy,Namco,193596
Walking On Sunshine,Katrina &amp; The Waves,Katrina &amp; The Waves,238759
Walking On The Moon,Regatta De Blanc,The Police,300849
Walking Spanish,Rain Dogs,Tom Waits,186732
Walking Towards Paradise,Now And Zen,Robert Plant,283817
Walking With A Ghost,So Jealous,Tegan and Sara,150307
Wall of Breath,Passion,Peter Gabriel,148200
Wanda Wanda,Katamari Fortissimo Damacy,Namco,204776
Wandering Star,Dummy,Portishead,292656
Wannabe In L.A,Heart On,Eagles Of Death Metal,135000
War At 33 1-3,Fear Of A Black Planet,Public Enemy,127763
War Pigs/Luke&#39;s Wall,Paranoid,Black Sabbath,474379
War Pigs,The Real Thing,Faith No More,464230
Warning Shots,The Cosmic Game,Thievery Corporation,302181
Warped,One Hot Minute,Red Hot Chili Peppers,303342
Water Frogs,Frog Chorus: The Natural Sounds Of The Wilderness,Echoes Of Nature,215358
Water Music - Suite No. 2 in D,The Masterpiece,"Handel, George Friedrich",119470
Water Music - Suite No. 2 in D,The Masterpiece,"Handel, George Friedrich",133328
Water Music - Suite No. 2 in D,The Masterpiece,"Handel, George Friedrich",290368
Water Music - Suite No. 2 in D,The Masterpiece,"Handel, George Friedrich",87718
Water Music - Suite No. 2 in D,The Masterpiece,"Handel, George Friedrich",90064
Water Tune,Hey Judy,Cowpokes,270504
Water Your Garden,Fever In Fever Out,Luscious Jackson,263993
Water,Green Mind,Dinosaur Jr,336856
Waterboy,Mental Jewelry,Live,187217
Waterfall,Francis,Francis,254410
Waterloo,Waterloo,ABBA,168827
Wattershed,Foo Fighters,Foo Fighters,133510
Wave Of Mutilation,Doolittle,Pixies,124785
Way Down Now,Best In Show,World Party,229000
Way,At Dajhelon,Francis,167180
Way,Waiting For The 100th Monkey,Francis,168688
Wayward Bob,Dial &#39;M&#39; for Monkey,Bonobo,279000
We Are Not Going to Make It,The Presidents of The United States of America,The Presidents Of The United States Of America,111592
We Are the Champions,News Of The World,Queen,179224
We Control,We Control,Hyper,201000
We Could Forever,Black Sands,Bonobo,258700
We Dance Alone,The Information,Beck,236902
We Do What We&#39;re Told (Milgram&#39;s 37),So,Peter Gabriel,200409
We Got The,To The 5 Boroughs,Beastie Boys,146666
We Have A Map Of The Piano,Finally We Are No One,Múm,319762
We Have Heaven,Fragile,Yes,99346
We Lie,Lighthouse EP,Wishes and Thieves,245830
We Only Come Out At Night,Mellon Collie And The Infinite Sadness: Twilight To Starlight,Smashing Pumpkins,245263
We R In Need Of A Musical ReVoLuTion,Wikked Lil&#39; Grrrls,Esthero,244972
We Started Nothing,We Started Nothing,The Ting Tings,382141
We Walk,Murmur,R.E.M.,181288
We Walk,We Started Nothing,The Ting Tings,244660
We Will Rock You,News Of The World,Queen,122095
We&#39;re Going to Be Friends,White Blood Cells [Bonus DVD],The White Stripes,141596
Weapon Of Choice,Halfway Between The Gutter And The Stars,Fatboy Slim,344344
Weapons Of Mass Destruction,Devious Methods,Hive,322348
Wearing and Tearing,Led Zeppelin [Box Set] Disc 4,Led Zeppelin,329166
Weathervane,Rochester Sessions,Francis,254644
Wednesday&#39;s Child,Love In The Time Of Science,Emiliana Torrini,234028
Weenie Beenie,Foo Fighters,Foo Fighters,165405
Weight Of The World,The Innocents,Erasure,219206
"Welcome Back [Theme from Welcome Back, Kotter]",Welcome Back,John Sebastian,170000
Welcome To The Terrordome,Fear Of A Black Planet,Public Enemy,325874
Welcome To This World,Pork Soda,Primus,219726
Welcome Tomorrow,Earth Sun Moon,Love And Rockets,215436
Welcome to the Occupation,Document,R.E.M.,168803
Well You Needn&#39;t,The Best of Thelonious Monk,Thelonious Monk,178938
Wendell Gee,Fables Of The Reconstruction,R.E.M.,179790
West Of The Fields,Murmur,R.E.M.,201611
Western Eyes,Portishead,Portishead,239331
Wharf Rat,Deadicated,Midnight Oil,364234
What Child Is This,A Charlie Brown Christmas,Vince Guaraldi Trio,144978
What Comes Around,Paul&#39;s Boutique,Beastie Boys,187742
What Else Is There ?,The Understanding,Röyksopp,317176
What Gives My Son?,God Fodder,Ned&#39;s Atomic Dustbin,162916
What Goes Around Comes Around,Mama Said,Lenny Kravitz,288730
What I Am,Shooting Rubberbands at the Stars,Edie Brickell &amp; New Bohemians,297871
What I Like About You,The Romantics,Romantics,175280
What If We Give It Away?,Life&#39;s Rich Pageant,R.E.M.,214569
What Is Love?,World Clique,Deee-Lite,219830
What Is and What Should Never Be,Led Zeppelin [Box Set] Disc 1,Led Zeppelin,286247
What Planet Is This,Cowboy Bebop Tank! The! Best!,Seatbelts,163878
What Sound,What Sound,Lamb,223106
What The .... Are We Saying?,Mama Said,Lenny Kravitz,312390
What Would You Say,Under The Table And Dreaming,Dave Matthews Band,221442
What You Left Behind,Simpatico,Velocity Girl,157586
What You Need,Listen Like Thieves,Inxs,212810
What You Think About...,Tourist,St. Germain,287794
What Your Soul Sings,Collected,Massive Attack,397244
What&#39;s New,Ballads,John Coltrane Quartet,226200
What&#39;s the Deal,Supreme Beings Of Leisure,Supreme Beings Of Leisure,228000
Whatchyassworth?,Slap Me Five,Five Fingers of Funk,232492
Whatever Happened To Pong?,Teenager Of The Year,Frank Black,94719
"Whatever, Whenever",Vertigo,Groove Armada,228000
When Did Your Heart Go Missing?,Calling The World,Rooney,213000
When Domz Attack,Beyond Good &amp; Evil,Christophe Heral,87282
When Doves Cry,Purple Rain,Prince and The Revolution,352937
When I Grow Up,Version 2.0,Garbage,204486
When I Needed You,The Innocents,Erasure,265114
When It Falls,When It Falls,Zero 7,331000
When It Started,Is This It,The Strokes,175201
When The Morning Turns To Night,Mama Said,Lenny Kravitz,178646
When The World Is Running Down,Zenyatta Mondatta,The Police,215748
When You Gonna Learn,High Times: Singles 1992-2006,Jamiroquai,228177
When You&#39;re Smiling - The Sheik Of Araby,Louis Prima : The Capitol Collector&#39;s Series,Louis Prima,238106
When the Levee Breaks,Led Zeppelin [Box Set] Disc 3,Led Zeppelin,428848
When the Lights Go Out,Burning Bridges,Naked Eyes,183000
Where Boys Fear To Tread,Mellon Collie And The Infinite Sadness: Twilight To Starlight,Smashing Pumpkins,261560
Where Is My Mind?,Surfer Rosa,Pixies,236980
Where The Streets Have No Name,The Joshua Tree,U2,336610
Where Your Eyes Don&#39;t Go,Lincoln,They Might Be Giants,186174
Where’s Your Head At,Rooty,Basement Jaxx,285000
Whine &amp; Grine/Stand Down Margaret,I Just Can&#39;t Stop It,The English Beat,226662
"Whiskeyclone, Hotel City 1997",Mellow Gold,Beck,207428
Whistle Stop,Louis Prima : The Capitol Collector&#39;s Series,Louis Prima,135408
White Christmas,The Andy Williams Christmas Album,Andy Williams,151710
White Girl,Irresistable Bliss,Soul Coughing,157908
White Knuckles,Of the Blue Colour of the Sky,Ok Go,197678
White Like That,Short Bus,Filter,256100
White Noise Maker,Teenager Of The Year,Frank Black,162162
White Pepper Ice Cream,Viva! La Woman,Cibo Matto,308620
White Rabbit,Chasing The Ghost,Collide,221000
White Wedding,Billy Idol,Billy Idol,251290
"White, Clean And Neat",Now And Zen,Robert Plant,330080
Who Am I,Peace Orchestra,Peace Orchestra,356226
Who Is It?,Talking Heads: 77,Talking Heads,104070
Who Pays The Price,X,INXS,216736
Who&#39;d Have Known,"It&#39;s Not Me, It&#39;s You",Lily Allen,230000
Whole Lotta Love,Led Zeppelin [Box Set] Disc 1,Led Zeppelin,334178
Wholeness,Wholeness &amp; Separation,Halou,239148
Whoose Loadin&#39;?,Slap Me Five,Five Fingers of Funk,234364
Whores,Jane&#39;s Addiction,Jane&#39;s Addiction,244686
Why Can&#39;t We Be Friends,Fush Yu Mang,Smash Mouth,284908
Why Did We Fire the Gun?,Ballroom Stories,Waldeck,333000
Why Do I Lie?,Fever In Fever Out,Luscious Jackson,199732
Why Do You Let Me Stay Here?,Volume One,She &amp; Him,150000
Why,Now And Zen,Robert Plant,253474
Wicked Little Town (Hedwig Version),Hedwig And The Angry Inch,Various Artists,240786
Wicked Ways,Version 2.0,Garbage,223738
Widow&#39;s Walk,Songs In Red And Gray,Suzanne Vega,213732
Wig In A Box,Hedwig And The Angry Inch,Various Artists,316368
Wikked Lil&#39; Grrrls,Wikked Lil&#39; Grrrls,Esthero,256389
Wild Life,Kick,Inxs,189150
Wild Thing,Lōc-ed After Dark,Tone Lōc,264602
Wildflowers,Wildflowers,Tom Petty,190326
"William, It Was Really Nothing",Louder Than Bombs,The Smiths,131603
Wind Up,The Colour And The Shape,Foo Fighters,150672
Winning Style,Decksandrumsandrockandroll,Propellerheads,356616
Wish (Komm Zu Mir),Run Lola Run,Franka Potente &amp; Thomas D,247936
With Or Without You,The Joshua Tree,U2,295520
With This Love (choir),Passion,Peter Gabriel,200174
With This Love,Passion,Peter Gabriel,217620
With You,Flying Away ,Smoke City,289640
Won&#39;t Get Fooled Again,Thirty Years Of Maximum R&amp;B,The Who,508950
Wonderful Night (Radio Edit),Wonderful Night (Parental Advisory),Fatboy Slim,166000
Wonderful feat. Earl Zinger,Dehli 9,Tosca,303000
Woodlarking,"Baghdad Batteries - Orbsessions, Vol. 3",The Orb,227890
Woodpecker from Mars,The Real Thing,Faith No More,339352
Word Up,Word Up,Cameo,261000
Words,Spring Session M.,Missing Persons,267000
World Of Two,Comfort Eagle,Cake,219674
World in My Eyes,Violator,Depeche Mode,267073
Worldwide,Worldwide,Ancient Astronauts,247194
Would I Lie To You?,Be Yourself Tonight,Eurythmics,265746
Would?,Singles,Alice In Chains,208208
Wounded Knee,Pork Soda,Primus,144950
Wrapped Around Your Finger,Synchronicity,The Police,312312
Written,What Sound,Lamb,215358
Wrong &#39;Em Boyo,London Calling,Clash,192296
Wynona&#39;s Big Brown Beaver,Tales From The Punchbowl,Primus,262808
X Files Theme (P.M. Dawn Remix),Songs In The Key Of X,X Files Mark Snow,238030
X-Static,Foo Fighters,Foo Fighters,253516
X.Y.U.,Mellon Collie And The Infinite Sadness: Twilight To Starlight,Smashing Pumpkins,425204
Ya Mama,Halfway Between The Gutter And The Stars,Fatboy Slim,338207
Yahoo!,The Innocents,Erasure,228491
Yeah Right,At Dajhelon,Francis,222820
Yeah Right,Waiting For The 100th Monkey,Francis,221936
Yegelle Tezeta,Ethiopiques 4,Mulatu Astatqé,197262
Yekatit,Ethiopiques 4,Mulatu Astatqé,236782
Yekermo Sew,Ethiopiques 4,Mulatu Astatqé,254436
Yellow Sun,Broken Boy Soldiers,The Raconteurs,200697
Yertle The Turtle,Freaky Styley,Red Hot Chili Peppers,225550
Yes &amp; No,The Colors In The Wheel,Venus Hum,266240
Yo No,Son,Juana Molina,295854
Yoahi Ya,Shakuhachi Meditation Music,Stan Richardson,445302
Yoo Hoo,What Is Not To Love,Imperial Teen,210132
You &amp; You &amp; You,Hey Judy,Cowpokes,235482
You Are One Of Us (Grassy Knoll),Sans Soucie,Halou,280722
You Are Smart,Katamari Fortissimo Damacy,Namco,213590
You Are The World,Mental Jewelry,Live,263573
You Are the Sunshine of My Life,Original Musiquarium,Stevie Wonder,170040
You Belong (feat. Laura Gibson),You Belong,The Avener,201000
You Break Me Down,The Colors In The Wheel,Venus Hum,328458
You Can Call Me Al,Negotiations and Love Songs,Paul Simon,275563
You Can&#39;t Kill Michael Malloy,Frizzle Fry,Primus,25428
You Didn&#39;t Have To Give It Up,Big Wet Kiss,Chucklehead,290212
You Don&#39;t Have A Clue,Junior,Röyksopp,272298
You Don&#39;t Know How It Feels,Wildflowers,Tom Petty,289460
You Don&#39;t Know What Love Is,Ballads,John Coltrane Quartet,315086
You Don&#39;t,Maxinquaye,Tricky,279324
You Got It All... Wrong,The Black And White Album,The Hives,162000
You Haven&#39;t Done Nothin&#39;,Original Musiquarium,Stevie Wonder,202708
